BOLD sample ID	Family	Species	GenBank Accession	Sequence length	Country	Lat	Lon
ZMUO.005818	Carabidae	Calathus fuscipes	KJ963854	658[0n]	Sweden	56.528	16.532
ZMUO.003241	Carabidae	Calathus melanocephalus	KJ963520	658[0n]	Finland	69.376	25.821
ZMUO.005100	Carabidae	Calathus melanocephalus	KJ965849	655[0n]	Finland	60.224	25.164
ZMUO.005598	Carabidae	Calathus melanocephalus	KJ962712	634[0n]	Finland	60.314	24.258
ZMUO.005820	Carabidae	Calathus melanocephalus	KJ966762	658[0n]	Sweden	56.528	16.532
ZMUO.000495	Carabidae	Calathus micropterus	KJ963601	658[0n]	Finland	65.116	25.829
MP00148	Carabidae	Calathus micropterus	HM909045	658[0n]	Finland	65.037	24.564
ZMUO.006791	Carabidae	Calathus micropterus	KJ967391	658[0n]	Finland	65.781	24.212
ZMUO.006099	Carabidae	Calathus micropterus	KJ964283	658[0n]	Finland	66.172	23.860
ZMUO.003368	Carabidae	Calathus micropterus	KJ966046	658[0n]	Finland	60.012	20.968
ZMUO.004849	Carabidae	Calathus micropterus	KJ964198	658[0n]	Finland	60.065	24.623
ZMUO.007529	Cerambycidae	Callidium aeneum	KJ962004	658[0n]	Finland	60.425	22.123
ZMUO.001920	Cerambycidae	Callidium aeneum	KJ967413	658[0n]	Finland	65.814	24.266
ZMUO.001921	Cerambycidae	Callidium aeneum	KJ966600	658[0n]	Finland	65.814	24.266
MP00083	Cerambycidae	Callidium aeneum	HM909033	658[0n]	Finland	60.365	22.215
ZMUO.001951	Cerambycidae	Callidium coriaceum	KJ965338	658[0n]	Finland	67.281	23.764
ZMUO.003090	Cerambycidae	Callidium violaceum	KJ967341	658[0n]	Finland	67.766	29.132
ZMUO.005886	Cerambycidae	Callidium violaceum	KJ962734	658[0n]	Finland	60.111	22.944
ZMUO.000698	Cerambycidae	Callidium violaceum	KJ963123	658[0n]	Finland	61.148	28.773
ZMUO.005261	Cerambycidae	Callidium violaceum	KJ961805	658[0n]	Finland	61.827	27.625
ZMUO.001933	Cerambycidae	Callidium violaceum	KJ963523	658[0n]	Finland	65.116	25.829
MP00258	Cerambycidae	Callidium violaceum	HM909087	658[0n]	Finland	65.035	25.484
ZMUO.006812	Staphylinidae	Calodera aethiops	KJ964724	658[0n]	Finland	65.781	24.212
ZMUO.006813	Staphylinidae	Calodera aethiops	KJ962887	658[0n]	Finland	65.781	24.212
ZMUO.003904	Staphylinidae	Calodera aethiops	KJ963266	658[0n]	Finland	65.132	25.945
ZMUO.007378	Staphylinidae	Calodera riparia	KJ964031	658[0n]	Finland	67.011	27.221
ZMUO.003396	Carabidae	Calodromius spilotus	KJ966100	658[0n]	Finland	59.837	23.164
ZMUO.005308	Chrysomelidae	Calomicrus pinicola	KJ962918	658[0n]	Finland	60.463	23.646
MP00432	Oedemeridae	Calopus serraticornis	HQ559266	658[0n]	Finland	61.026	25.150
ZMUO.000728	Oedemeridae	Calopus serraticornis	KJ965064	658[0n]	Finland	61.148	28.773
ZMUO.005042	Curculionidae	Calosirus apicalis	KJ965555	658[0n]	Finland	60.173	24.678
ZMUO.004671	Coccinellidae	Calvia quatuordecimguttata	KJ965619	658[0n]	Finland	59.825	23.010
ZMUO.003150	Coccinellidae	Calvia quatuordecimguttata	KJ962673	658[0n]	Finland	65.901	24.471
ZMUO.005869	Cantharidae	Cantharis decipiens	KJ964629	658[0n]	Sweden	56.794	16.571
ZMUO.004764	Cantharidae	Cantharis figurata	KJ964558	658[0n]	Finland	60.159	24.613
ZMUO.007202	Cantharidae	Cantharis figurata	KJ965376	658[0n]	Finland	60.526	27.737
ZMUO.004956	Cantharidae	Cantharis figurata	KJ966873	658[0n]	Finland	60.164	24.715
ZMUO.006392	Cantharidae	Cantharis figurata	KJ963789	658[0n]	Sweden	56.932	16.424
ZMUO.007273	Cantharidae	Cantharis flavilabris	KJ962398	658[0n]	Finland	60.517	27.272
ZMUO.005230	Cantharidae	Cantharis flavilabris	KJ963192	658[0n]	Finland	61.528	27.160
ZMUO.006713	Cantharidae	Cantharis fusca	KJ963502	658[0n]	Finland	60.212	20.240
ZMUO.006714	Cantharidae	Cantharis fusca	KJ962900	658[0n]	Finland	60.212	20.240
ZMUO.004751	Cantharidae	Cantharis fusca	KJ965777	658[0n]	Finland	60.161	24.615
ZMUO.004357	Cantharidae	Cantharis fusca	KJ963372	629[0n]	Finland	60.165	24.715
ZMUO.003894	Cantharidae	Cantharis lateralis	KJ965117	658[0n]	Finland	61.465	23.688
ZMUO.004757	Cantharidae	Cantharis lateralis	KJ966335	658[0n]	Finland	61.071	28.750
ZMUO.004758	Cantharidae	Cantharis lateralis	KJ966233	658[0n]	Finland	61.071	28.750
ZMUO.007272	Cantharidae	Cantharis lateralis	KJ965918	658[0n]	Finland	60.517	27.272
ZMUO.004370	Cantharidae	Cantharis lateralis	KJ967309	658[0n]	Finland	60.165	24.715
ZMUO.005742	Cantharidae	Cantharis livida	KJ965590	658[0n]	Finland	60.218	19.549
ZMUO.004759	Cantharidae	Cantharis livida	KJ964274	658[0n]	Finland	60.161	24.615
ZMUO.003378	Cantharidae	Cantharis livida	KJ964659	658[0n]	Finland	59.939	20.887
ZMUO.001469	Cantharidae	Cantharis livida	KJ962582	658[0n]	Finland	60.154	19.600
ZMUO.004358	Cantharidae	Cantharis livida	KJ966398	647[0n]	Finland	60.165	24.715
ZMUO.005159	Cantharidae	Cantharis nigra	KJ965531	614[0n]	Finland	60.672	27.980
ZMUO.005169	Cantharidae	Cantharis nigra	KJ966768	658[0n]	Finland	60.116	24.635
ZMUO.006528	Cantharidae	Cantharis obscura	KJ962953	658[0n]	Finland	65.018	25.416
ZMUO.004382	Cantharidae	Cantharis obscura	KJ961939	658[0n]	Finland	61.438	27.384
ZMUO.001441	Cantharidae	Cantharis obscura	KJ962506	658[0n]	Finland	60.232	20.077
ZMUO.004326	Cantharidae	Cantharis paludosa	KJ964591	658[0n]	Finland	60.071	24.574
ZMUO.003799	Cantharidae	Cantharis paludosa	KJ962590	658[0n]	Finland	65.093	25.940
ZMUO.007415	Cantharidae	Cantharis pellucida	KJ963471	658[0n]	Estonia	58.017	25.879
ZMUO.005484	Cantharidae	Cantharis pellucida	KJ966941	658[0n]	Finland	61.879	25.288
ZMUO.004765	Cantharidae	Cantharis pellucida	KJ967221	658[0n]	Finland	60.159	24.613
ZMUO.005925	Cantharidae	Cantharis pellucida	KJ962765	635[0n]	Finland	60.314	24.258
ZMUO.004359	Cantharidae	Cantharis pellucida	KJ961915	658[0n]	Finland	60.175	24.702
ZMUO.006954	Cantharidae	Cantharis quadripunctata	KJ964593	658[0n]	Finland	65.812	24.692
ZMUO.006864	Cantharidae	Cantharis rufa	KJ962509	658[0n]	Finland	65.901	24.471
ZMUO.007117	Cantharidae	Cantharis rufa	KJ963374	658[0n]	Finland	66.291	29.630
ZMUO.004267	Cantharidae	Cantharis rustica	KJ963501	658[0n]	Estonia	57.991	25.938
ZMUO.004354	Cantharidae	Cantharis rustica	KJ966226	658[0n]	Finland	60.166	24.735
ZMUO.007556	Carabidae	Carabus cancellatus	KJ964957	658[0n]	Finland	61.070	25.055
MP00230	Carabidae	Carabus cancellatus	HM909075	658[0n]	Finland	62.401	30.925
ZMUO.004301	Carabidae	Carabus cancellatus	KJ965833	658[0n]	Finland	61.475	27.382
MP00260	Carabidae	Carabus clathratus	HM909088	658[0n]	Finland	65.082	24.651
ZMUO.006651	Carabidae	Carabus glabratus	KJ966191	658[0n]	Finland	65.144	25.833
ZMUO.003116	Carabidae	Carabus glabratus	KJ964302	658[0n]	Finland	67.446	23.726
ZMUO.003836	Carabidae	Carabus glabratus	KJ965074	658[0n]	Finland	68.091	24.115
ZMUO.004839	Carabidae	Carabus glabratus	KJ967296	658[0n]	Finland	69.334	27.635
ZMUO.005702	Carabidae	Carabus glabratus	KJ962731	658[0n]	Finland	66.361	29.598
ZMUO.003797	Carabidae	Carabus granulatus	KJ962008	658[0n]	Finland	61.066	28.734
ZMUO.004299	Carabidae	Carabus granulatus	KJ963924	658[0n]	Finland	60.165	24.715
ZMUO.005701	Carabidae	Carabus hortensis	KJ964665	658[0n]	Finland	59.977	20.188
ZMUO.005478	Carabidae	Carabus hortensis	KJ965598	658[0n]	Finland	59.957	23.064
ZMUO.001514	Carabidae	Carabus nemoralis	KJ962838	658[0n]	Estonia	58.482	26.495
ZMUO.007023	Carabidae	Carabus nemoralis	KJ962198	658[0n]	Finland	60.276	19.596
ZMUO.004486	Carabidae	Carabus nemoralis	KJ967443	658[0n]	Finland	60.455	22.287
ZMUO.006520	Carabidae	Carabus nemoralis	KJ966681	658[0n]	Finland	60.090	19.917
ZMUO.005496	Carabidae	Carabus nemoralis	KJ963904	658[0n]	Finland	60.246	24.745
ZMUO.004726	Carabidae	Carabus nemoralis	KJ966787	658[0n]	Finland	60.267	22.258
ZMUO.003089	Carabidae	Carabus nitens	KJ965748	658[0n]	Finland	67.756	29.048
ZMUO.000713	Carabidae	Carabus violaceus	KJ962034	658[0n]	Estonia		
ZMUO.003117	Carabidae	Carabus violaceus	KJ963716	532[0n]	Finland	67.564	23.994
ZMUO.000604	Histeridae	Carcinops pumilio	KJ965069	658[0n]	Finland	60.561	27.222
ZMUO.000605	Histeridae	Carcinops pumilio	KJ967216	658[0n]	Finland	60.561	27.222
ZMUO.006561	Histeridae	Carcinops pumilio	KJ963425	658[0n]	Sweden	56.539	16.412
ZMUO.000408	Elateridae	Cardiophorus ruficollis	KJ964699	658[0n]	Finland	60.580	27.202
ZMUO.005359	Elateridae	Cardiophorus ruficollis	KJ964835	616[0n]	Finland	61.456	27.422
ZMUO.006510	Elateridae	Cardiophorus ruficollis	KJ963282	658[0n]	Finland	61.554	29.512
ZMUO.006511	Elateridae	Cardiophorus ruficollis	KJ961862	658[0n]	Finland	61.554	29.512
ZMUO.005797	Elateridae	Cardiophorus ruficollis	KJ963078	657[0n]	Sweden	56.974	16.071
ZMUO.005582	Elateridae	Cardiophorus vestigialis	KJ967174	628[1n]	Finland	60.314	24.258
ZMUO.004741	Elateridae	Cardiophorus vestigialis	KJ962393	632[0n]	Finland	61.320	26.148
ZMUO.006462	Elateridae	Cardiophorus vestigialis	KJ962860	658[0n]	Finland	61.204	26.050
ZMUO.004688	Staphylinidae	Carpelimus bilineatus	KJ965794	625[0n]	Finland	59.825	23.010
ZMUO.004689	Staphylinidae	Carpelimus bilineatus	KJ962470	658[0n]	Finland	59.825	23.010
ZMUO.007228	Staphylinidae	Carpelimus bilineatus	KJ964764	658[0n]	Finland	60.526	27.737
ZMUO.001889	Staphylinidae	Carpelimus bilineatus	KJ961912	658[0n]	Finland	59.934	20.947
ZMUO.001890	Staphylinidae	Carpelimus bilineatus	KJ966394	658[0n]	Finland	59.934	20.947
ZMUO.001118	Staphylinidae	Carpelimus corticinus	KJ965454	656[2n]	Finland	60.233	19.919
ZMUO.001119	Staphylinidae	Carpelimus corticinus	KJ965705	655[3n]	Finland	60.233	19.919
ZMUO.005700	Staphylinidae	Carpelimus elongatulus	KJ963064	596[4n]	Finland	60.165	19.534
ZMUO.005624	Staphylinidae	Carpelimus elongatulus	KJ965257	598[2n]	Finland	60.012	20.186
ZMUO.004822	Staphylinidae	Carpelimus elongatulus	KJ963820	602[5n]	Finland	60.159	24.613
ZMUO.007809	Staphylinidae	Carpelimus impressus	KJ962741	658[0n]	Finland	60.196	24.593
ZMUO.003762	Staphylinidae	Carpelimus obesus	KJ965505	658[0n]	Finland	59.832	23.089
ZMUO.002454	Staphylinidae	Carpelimus pusillus	KJ963763	656[2n]	Finland	65.063	25.471
ZMUO.000808	Staphylinidae	Carpelimus pusillus	KJ963977	656[2n]	Finland	65.063	25.471
ZMUO.004519	Staphylinidae	Carpelimus rivularis	KJ967105	658[0n]	Finland	59.825	23.010
ZMUO.005768	Staphylinidae	Carpelimus rivularis	KJ965826	624[0n]	Finland	60.218	19.549
ZMUO.001887	Staphylinidae	Carpelimus rivularis	KJ966687	657[1n]	Finland	59.934	20.947
ZMUO.001888	Staphylinidae	Carpelimus rivularis	KJ963657	658[0n]	Finland	59.934	20.947
ZMUO.007837	Latridiidae	Cartodere constricta	KJ965912	658[0n]	Finland	60.216	20.237
ZMUO.007808	Latridiidae	Cartodere constricta	KJ965886	658[0n]	Finland	60.196	24.593
ZMUO.007870	Latridiidae	Cartodere nodifer	KJ964161	633[0n]	Finland	59.980	20.195
ZMUO.007801	Latridiidae	Cartodere nodifer	KJ962649	658[0n]	Finland	61.641	25.104
ZMUO.007196	Latridiidae	Cartodere nodifer	KJ965210	658[0n]	Finland	60.572	27.196
ZMUO.003855	Chrysomelidae	Cassida denticollis	KJ966181	640[0n]	Finland	61.065	28.195
ZMUO.004548	Chrysomelidae	Cassida denticollis	KJ967135	657[1n]	Finland	60.900	27.128
ZMUO.001527	Chrysomelidae	Cassida flaveola	KJ964201	658[0n]	Finland	65.033	25.418
ZMUO.007231	Chrysomelidae	Cassida murraea	KJ966318	623[0n]	Finland	60.516	27.205
ZMUO.007248	Chrysomelidae	Cassida murraea	KJ967353	525[0n]	Finland	60.517	27.272
ZMUO.005546	Chrysomelidae	Cassida nebulosa	KJ963600	635[0n]	Finland	60.154	19.602
ZMUO.005547	Chrysomelidae	Cassida nebulosa	KJ966597	629[0n]	Finland	60.154	19.602
ZMUO.005548	Chrysomelidae	Cassida nebulosa	KJ963050	629[0n]	Finland	60.154	19.602
ZMUO.005474	Chrysomelidae	Cassida nebulosa	KJ965530	658[0n]	Finland	61.186	21.353
ZMUO.005475	Chrysomelidae	Cassida nebulosa	KJ967284	658[0n]	Finland	61.186	21.353
ZMUO.006692	Chrysomelidae	Cassida nobilis	KJ967164	658[0n]	Finland	60.090	19.917
ZMUO.007386	Chrysomelidae	Cassida nobilis	KJ965011	658[0n]	Finland	59.825	23.046
ZMUO.003346	Chrysomelidae	Cassida nobilis	KJ962373	658[0n]	Finland	60.013	20.966
ZMUO.005713	Chrysomelidae	Cassida rubiginosa	KJ966664	658[0n]	Finland	60.212	20.240
ZMUO.005937	Chrysomelidae	Cassida rubiginosa	KJ967073	658[0n]	Finland	60.314	24.258
ZMUO.005668	Chrysomelidae	Cassida sanguinosa	KJ965502	658[0n]	Finland	60.165	19.534
ZMUO.007362	Chrysomelidae	Cassida sanguinosa	KJ966267	658[0n]	Finland	61.072	28.709
ZMUO.006478	Chrysomelidae	Cassida sanguinosa	KJ964671	658[0n]	Finland	61.204	26.050
ZMUO.005151	Chrysomelidae	Cassida vibex	KJ962486	622[0n]	Finland	60.958	27.243
ZMUO.004771	Chrysomelidae	Cassida vibex	KJ965983	658[0n]	Finland	61.070	28.716
ZMUO.005545	Chrysomelidae	Cassida viridis	KJ966190	629[0n]	Finland	60.154	19.602
ZMUO.005157	Chrysomelidae	Cassida viridis	KJ967116	622[0n]	Finland	60.536	27.719
ZMUO.001621	Chrysomelidae	Cassida viridis	KJ962735	658[0n]	Finland	60.175	22.134
ZMUO.001308	Leiodidae	Catops alpinus	KJ962698	658[0n]	Finland	66.369	29.319
ZMUO.001309	Leiodidae	Catops alpinus	KJ966593	658[0n]	Finland	66.369	29.319
ZMUO.003027	Leiodidae	Catops alpinus	KJ967354	658[0n]	Finland	67.699	29.715
ZMUO.002947	Leiodidae	Catops morio	KJ966238	658[0n]	Finland	69.813	27.178
ZMUO.001291	Staphylinidae	Cephalocousya nivicola	KJ965372	658[0n]	Finland	70.007	27.536
ZMUO.005559	Cerambycidae	Cerambyx scopoli	KJ964007	637[0n]	Sweden	56.748	16.548
ZMUO.005560	Cerambycidae	Cerambyx scopoli	KJ962934	627[0n]	Sweden	56.748	16.548
ZMUO.005561	Cerambycidae	Cerambyx scopoli	KJ962535	634[0n]	Sweden	56.748	16.548
ZMUO.007419	Coccinellidae	Ceratomegilla notata	KJ967163	658[0n]	Estonia	58.017	25.879
ZMUO.004662	Coccinellidae	Ceratomegilla notata	KJ964706	658[0n]	Finland	61.925	25.731
ZMUO.000747	Coccinellidae	Ceratomegilla notata	KJ962223	658[0n]	Finland	61.902	29.817
ZMUO.004379	Coccinellidae	Ceratomegilla notata	KJ963275	658[0n]	Finland	61.456	27.403
ZMUO.007493	Coccinellidae	Ceratomegilla notata	KJ967325	658[0n]	Finland	61.199	26.041
ZMUO.004982	Hydrophilidae	Cercyon analis	KJ967098	658[0n]	Finland	60.156	24.866
ZMUO.004983	Hydrophilidae	Cercyon analis	KJ966338	594[0n]	Finland	60.156	24.866
ZMUO.000829	Hydrophilidae	Cercyon analis	KJ963087	658[0n]	Finland	60.435	26.870
MP00332	Hydrophilidae	Cercyon analis	HM909111	658[0n]	Finland	60.047	19.977
ZMUO.003764	Hydrophilidae	Cercyon bifenestratus	KJ963579	658[0n]	Finland	59.832	23.089
ZMUO.005757	Hydrophilidae	Cercyon bifenestratus	KJ965319	658[0n]	Finland	60.218	19.549
ZMUO.002074	Hydrophilidae	Cercyon bifenestratus	KJ962924	658[0n]	Finland	60.178	19.786
ZMUO.002529	Hydrophilidae	Cercyon borealis	KJ964750	658[0n]	Finland	66.366	29.323
ZMUO.002530	Hydrophilidae	Cercyon borealis	KJ962328	658[0n]	Finland	66.366	29.323
ZMUO.002394	Hydrophilidae	Cercyon borealis	KJ965101	658[0n]	Finland	68.112	27.186
ZMUO.002395	Hydrophilidae	Cercyon borealis	KJ962076	658[0n]	Finland	68.112	27.186
ZMUO.002024	Hydrophilidae	Cercyon castaneipennis	KJ963458	658[0n]	Finland	64.417	27.677
ZMUO.004464	Hydrophilidae	Cercyon convexiusculus	KJ966614	651[0n]	Finland	60.155	24.721
ZMUO.006782	Hydrophilidae	Cercyon convexiusculus	KJ962925	658[0n]	Finland	66.375	29.293
ZMUO.006783	Hydrophilidae	Cercyon convexiusculus	KJ966870	613[0n]	Finland	66.375	29.293
ZMUO.000646	Hydrophilidae	Cercyon lateralis	KJ967151	658[0n]	Finland	65.116	25.829
ZMUO.003781	Hydrophilidae	Cercyon lateralis	KJ967368	632[0n]	Finland	59.977	20.188
ZMUO.000440	Hydrophilidae	Cercyon lateralis	KJ964912	658[0n]	Finland	60.580	27.202
ZMUO.005282	Hydrophilidae	Cercyon lateralis	KJ966045	658[0n]	Finland	61.827	27.627
ZMUO.005283	Hydrophilidae	Cercyon lateralis	KJ965959	658[0n]	Finland	61.827	27.627
ZMUO.005760	Hydrophilidae	Cercyon marinus	KJ962156	658[0n]	Finland	60.218	19.549
ZMUO.005761	Hydrophilidae	Cercyon marinus	KJ965864	658[0n]	Finland	60.218	19.549
ZMUO.005539	Hydrophilidae	Cercyon marinus	KJ967078	632[0n]	Finland	59.825	23.010
ZMUO.001381	Hydrophilidae	Cercyon marinus	KJ965044	658[0n]	Finland	59.840	23.020
ZMUO.001382	Hydrophilidae	Cercyon marinus	KJ961918	658[0n]	Finland	59.840	23.020
ZMUO.001512	Hydrophilidae	Cercyon marinus	KJ963470	658[0n]	Finland	65.001	25.227
ZMUO.001513	Hydrophilidae	Cercyon marinus	KJ965079	658[0n]	Finland	65.001	25.227
ZMUO.006668	Hydrophilidae	Cercyon melanocephalus	KJ962341	658[0n]	Finland	60.060	20.209
ZMUO.006669	Hydrophilidae	Cercyon melanocephalus	KJ962273	658[0n]	Finland	60.060	20.209
ZMUO.004205	Hydrophilidae	Cercyon melanocephalus	KJ962510	658[0n]	Finland	67.373	23.762
ZMUO.000446	Hydrophilidae	Cercyon nigriceps	KJ965357	658[0n]	Finland	60.580	27.202
ZMUO.002039	Hydrophilidae	Cercyon pygmaeus	KJ963921	658[0n]	Finland	64.417	27.677
ZMUO.000992	Hydrophilidae	Cercyon quisquilius	KJ963840	658[0n]	Finland	60.046	19.983
ZMUO.004186	Hydrophilidae	Cercyon quisquilius	KJ965754	658[0n]	Finland	67.373	23.762
ZMUO.002028	Hydrophilidae	Cercyon quisquilius	KJ964369	658[0n]	Finland	64.417	27.677
ZMUO.005758	Hydrophilidae	Cercyon sternalis	KJ963048	658[0n]	Finland	60.218	19.549
ZMUO.005759	Hydrophilidae	Cercyon sternalis	KJ962316	658[0n]	Finland	60.218	19.549
ZMUO.002358	Hydrophilidae	Cercyon sternalis	KJ966385	658[0n]	Finland	60.068	19.958
ZMUO.002359	Hydrophilidae	Cercyon sternalis	KJ962575	658[0n]	Finland	60.068	19.958
ZMUO.001350	Hydrophilidae	Cercyon sternalis	KJ964945	658[0n]	Finland	59.941	20.881
ZMUO.000991	Hydrophilidae	Cercyon terminatus	KJ964426	658[0n]	Finland	60.046	19.983
ZMUO.003765	Hydrophilidae	Cercyon tristis	KJ965920	658[0n]	Finland	59.832	23.089
ZMUO.005762	Hydrophilidae	Cercyon tristis	KJ964071	597[0n]	Finland	60.218	19.549
ZMUO.005763	Hydrophilidae	Cercyon tristis	KJ962079	658[0n]	Finland	60.218	19.549
ZMUO.005764	Hydrophilidae	Cercyon tristis	KJ967013	658[0n]	Finland	60.218	19.549
ZMUO.001376	Hydrophilidae	Cercyon unipunctatus	KJ966391	658[0n]	Finland	59.840	23.020
ZMUO.001386	Hydrophilidae	Cercyon unipunctatus	KJ963363	658[0n]	Finland	59.840	23.020
ZMUO.004477	Cerylonidae	Cerylon ferrugineum	KJ964551	658[0n]	Finland	60.430	22.168
ZMUO.004474	Cerylonidae	Cerylon histeroides	KJ963175	658[0n]	Finland	60.430	22.168
ZMUO.004475	Cerylonidae	Cerylon histeroides	KJ962105	593[4n]	Finland	60.430	22.168
ZMUO.002434	Cerylonidae	Cerylon histeroides	KJ966964	656[2n]	Finland	65.063	25.471
ZMUO.003229	Cerylonidae	Cerylon histeroides	KJ963920	658[0n]	Finland	69.409	25.817
ZMUO.003267	Cerylonidae	Cerylon histeroides	KJ964507	658[0n]	Finland	60.199	22.060
ZMUO.005447	Cerylonidae	Cerylon histeroides	KJ964572	658[0n]	Finland	61.438	27.384
ZMUO.003976	Cerylonidae	Cerylon histeroides	KJ961979	658[0n]	Finland	65.137	25.855
ZMUO.006414	Cerylonidae	Cerylon histeroides	KJ967219	658[0n]	Sweden	56.932	16.424
ZMUO.001484	Scarabaeidae	Cetonia aurata	KJ966048	658[0n]	Estonia	57.844	27.466
ZMUO.000667	Scarabaeidae	Cetonischema aeruginosa	KJ964255	658[0n]	Russia		
ZMUO.006437	Curculionidae	Ceutorhynchus asperifoliarum	KJ964085	658[0n]	Sweden	56.750	16.547
ZMUO.006438	Curculionidae	Ceutorhynchus asperifoliarum	KJ966739	658[0n]	Sweden	56.750	16.547
ZMUO.006443	Curculionidae	Ceutorhynchus asperifoliarum	KJ966185	658[0n]	Sweden	56.750	16.547
ZMUO.004351	Curculionidae	Ceutorhynchus barbareae	KJ964086	625[0n]	Finland	60.155	24.721
ZMUO.004684	Curculionidae	Ceutorhynchus cakilis	KJ967378	658[0n]	Finland	59.825	23.010
ZMUO.004686	Curculionidae	Ceutorhynchus cakilis	KJ967238	574[0n]	Finland	59.825	23.010
ZMUO.003319	Curculionidae	Ceutorhynchus cochleariae	KJ964865	627[0n]	Estonia	58.278	27.328
ZMUO.003320	Curculionidae	Ceutorhynchus cochleariae	KJ963489	658[0n]	Estonia	58.278	27.328
ZMUO.006539	Curculionidae	Ceutorhynchus contractus	KJ962609	658[0n]	Finland	65.019	25.433
ZMUO.004565	Curculionidae	Ceutorhynchus contractus	KJ966496	658[0n]	Finland	65.051	25.425
ZMUO.004566	Curculionidae	Ceutorhynchus contractus	KJ965751	658[0n]	Finland	65.051	25.425
ZMUO.007400	Curculionidae	Ceutorhynchus contractus	KJ966076	658[0n]	Finland	59.825	23.046
ZMUO.004561	Curculionidae	Ceutorhynchus contractus	KJ964451	651[0n]	Finland	61.469	29.444
ZMUO.004562	Curculionidae	Ceutorhynchus contractus	KJ962364	658[0n]	Finland	61.469	29.444
ZMUO.004563	Curculionidae	Ceutorhynchus contractus	KJ966015	658[0n]	Finland	61.469	29.444
ZMUO.004564	Curculionidae	Ceutorhynchus contractus	KJ967322	658[0n]	Finland	61.469	29.444
ZMUO.003857	Curculionidae	Ceutorhynchus contractus	KJ961930	632[0n]	Finland	61.065	28.195
ZMUO.003887	Curculionidae	Ceutorhynchus contractus	KJ962443	658[0n]	Finland	61.065	28.195
ZMUO.006474	Curculionidae	Ceutorhynchus contractus	KJ964960	658[0n]	Finland	61.204	26.050
ZMUO.004567	Curculionidae	Ceutorhynchus contractus	KJ965407	658[0n]	Finland	61.204	26.050
ZMUO.004568	Curculionidae	Ceutorhynchus contractus	KJ964592	624[0n]	Finland	61.204	26.050
ZMUO.004569	Curculionidae	Ceutorhynchus contractus	KJ964196	658[0n]	Finland	61.204	26.050
ZMUO.003864	Curculionidae	Ceutorhynchus erysimi	KJ966620	658[0n]	Finland	61.065	28.195
ZMUO.003879	Curculionidae	Ceutorhynchus erysimi	KJ963242	631[0n]	Finland	61.065	28.195
ZMUO.007297	Curculionidae	Ceutorhynchus erysimi	KJ966545	658[0n]	Sweden	56.516	16.441
ZMUO.007302	Curculionidae	Ceutorhynchus erysimi	KJ963387	615[0n]	Sweden	56.516	16.441
ZMUO.000454	Curculionidae	Ceutorhynchus fennicus	KJ963154	658[0n]	Finland	64.969	24.720
ZMUO.007397	Curculionidae	Ceutorhynchus gallorhenanus	KJ963770	658[0n]	Finland	59.825	23.046
ZMUO.004615	Curculionidae	Ceutorhynchus gallorhenanus	KJ965696	658[0n]	Finland	61.067	28.190
ZMUO.004616	Curculionidae	Ceutorhynchus gallorhenanus	KJ964765	658[0n]	Finland	60.455	22.285
ZMUO.004617	Curculionidae	Ceutorhynchus gallorhenanus	KJ962714	658[0n]	Finland	60.455	22.285
ZMUO.007192	Curculionidae	Ceutorhynchus hampei	KJ965173	658[0n]	Finland	60.572	27.196
ZMUO.007193	Curculionidae	Ceutorhynchus hampei	KJ966818	658[0n]	Finland	60.572	27.196
ZMUO.003867	Curculionidae	Ceutorhynchus hampei	KJ962290	658[0n]	Finland	61.065	28.195
ZMUO.006470	Curculionidae	Ceutorhynchus hampei	KJ964599	658[0n]	Finland	61.204	26.050
ZMUO.004579	Curculionidae	Ceutorhynchus ignitus	KJ966167	657[1n]	Finland	59.899	23.260
ZMUO.004578	Curculionidae	Ceutorhynchus ignitus	KJ964666	658[0n]	Finland	59.899	23.260
ZMUO.003727	Curculionidae	Ceutorhynchus ignitus	KJ964830	580[4n]	Finland	61.491	23.836
ZMUO.003861	Curculionidae	Ceutorhynchus ignitus	KJ961964	658[0n]	Finland	61.065	28.195
ZMUO.006469	Curculionidae	Ceutorhynchus ignitus	KJ961734	658[0n]	Finland	61.204	26.050
ZMUO.004580	Curculionidae	Ceutorhynchus ignitus	KJ965333	658[0n]	Finland	61.204	26.050
ZMUO.004581	Curculionidae	Ceutorhynchus ignitus	KJ964408	658[0n]	Finland	61.204	26.050
ZMUO.007148	Curculionidae	Ceutorhynchus ignitus	KJ964269	658[0n]	Sweden	56.539	16.412
ZMUO.004631	Curculionidae	Ceutorhynchus inaffectatus	KJ967498	658[0n]	Finland	60.358	24.785
ZMUO.004626	Curculionidae	Ceutorhynchus inaffectatus	KJ964382	658[0n]	Finland	60.160	24.707
